Picture,DistortionType,DistortionValue,Filename,Metric,Method,Value
Degus,Saturation,1.15,Degus_saturation_1_15.png,PSNR,PSNR_skimage,23.814972392675248
Degus,Saturation,1.15,Degus_saturation_1_15.png,UIQI,UIQI_torch,0.8236
Degus,Saturation,1.15,Degus_saturation_1_15.png,VIF,VIF_Torch,0.9735
Degus,Saturation,1.2,Degus_saturation_1_2.png,LPIPS,LPIPS_lpips,0.05196844041347504
Degus,Saturation,1.2,Degus_saturation_1_2.png,SSIM,SSIM_skimage,0.8462259406181435
Degus,Saturation,1.2,Degus_saturation_1_2.png,PSNR,PSNR_skimage,23.393319348209175
Degus,Saturation,1.2,Degus_saturation_1_2.png,UIQI,UIQI_torch,0.7836
Degus,Saturation,1.2,Degus_saturation_1_2.png,VIF,VIF_Torch,0.9668
Degus,Saturation,1.5,Degus_saturation_1_5.png,LPIPS,LPIPS_lpips,0.09431266784667969
Degus,Saturation,1.5,Degus_saturation_1_5.png,SSIM,SSIM_skimage,0.7433798798265469
Degus,Saturation,1.5,Degus_saturation_1_5.png,PSNR,PSNR_skimage,20.846915184531806
Degus,Saturation,1.5,Degus_saturation_1_5.png,UIQI,UIQI_torch,0.5624
Degus,Saturation,1.5,Degus_saturation_1_5.png,VIF,VIF_Torch,0.9548
Degus,Saturation,1.75,Degus_saturation_1_75.png,LPIPS,LPIPS_lpips,0.1227814108133316
Degus,Saturation,1.75,Degus_saturation_1_75.png,SSIM,SSIM_skimage,0.7026537617298647
Degus,Saturation,1.75,Degus_saturation_1_75.png,PSNR,PSNR_skimage,19.31990989194631
Degus,Saturation,1.75,Degus_saturation_1_75.png,UIQI,UIQI_torch,0.4786
Degus,Saturation,1.75,Degus_saturation_1_75.png,VIF,VIF_Torch,0.9724
Degus,Saturation,2.0,Degus_saturation_2.png,LPIPS,LPIPS_lpips,0.14674627780914307
Degus,Saturation,2.0,Degus_saturation_2.png,SSIM,SSIM_skimage,0.6820166852749568
Degus,Saturation,2.0,Degus_saturation_2.png,PSNR,PSNR_skimage,18.29950805677833
Degus,Saturation,2.0,Degus_saturation_2.png,UIQI,UIQI_torch,0.4402
Degus,Saturation,2.0,Degus_saturation_2.png,VIF,VIF_Torch,0.9569
Degus,Shift,0.0,Degus_shift_0.bmp,LPIPS,LPIPS_lpips,0.0
Degus,Shift,0.0,Degus_shift_0.bmp,SSIM,SSIM_skimage,1.0
Degus,Shift,0.0,Degus_shift_0.bmp,PSNR,PSNR_skimage,inf
Degus,Shift,0.0,Degus_shift_0.bmp,UIQI,UIQI_torch,0.9867
Degus,Shift,0.0,Degus_shift_0.bmp,VIF,VIF_Torch,1.0
Degus,Shift,0.01,Degus_shift_0_01.png,LPIPS,LPIPS_lpips,0.08095942437648773
Degus,Shift,0.01,Degus_shift_0_01.png,SSIM,SSIM_skimage,0.35982013213173075
Degus,Shift,0.01,Degus_shift_0_01.png,PSNR,PSNR_skimage,17.92732340396553
Degus,Shift,0.01,Degus_shift_0_01.png,UIQI,UIQI_torch,0.0085
Degus,Shift,0.01,Degus_shift_0_01.png,VIF,VIF_Torch,0.0492
Degus,Shift,0.02,Degus_shift_0_02.png,LPIPS,LPIPS_lpips,0.11579619348049164
Degus,Shift,0.02,Degus_shift_0_02.png,SSIM,SSIM_skimage,0.3423217032089367
Degus,Shift,0.02,Degus_shift_0_02.png,PSNR,PSNR_skimage,16.72692800116509
Degus,Shift,0.02,Degus_shift_0_02.png,UIQI,UIQI_torch,0.0024
Degus,Shift,0.02,Degus_shift_0_02.png,VIF,VIF_Torch,0.0438
Degus,Shift,0.05,Degus_shift_0_05.png,LPIPS,LPIPS_lpips,0.24625088274478912
Degus,Shift,0.05,Degus_shift_0_05.png,SSIM,SSIM_skimage,0.313933606698206
Degus,Shift,0.05,Degus_shift_0_05.png,PSNR,PSNR_skimage,14.664768916157492
Degus,Shift,0.05,Degus_shift_0_05.png,UIQI,UIQI_torch,0.0035
Degus,Shift,0.05,Degus_shift_0_05.png,VIF,VIF_Torch,0.0434
Degus,Shift,0.1,Degus_shift_0_1.png,LPIPS,LPIPS_lpips,0.4162459671497345
Degus,Shift,0.1,Degus_shift_0_1.png,SSIM,SSIM_skimage,0.2750730956569813
Degus,Shift,0.1,Degus_shift_0_1.png,PSNR,PSNR_skimage,12.710598168763951
Degus,Shift,0.1,Degus_shift_0_1.png,UIQI,UIQI_torch,0.0019
Degus,Shift,0.1,Degus_shift_0_1.png,VIF,VIF_Torch,0.0412
Degus,Shift,0.2,Degus_shift_0_2.png,LPIPS,LPIPS_lpips,0.5870792865753174
Degus,Shift,0.2,Degus_shift_0_2.png,SSIM,SSIM_skimage,0.21834492768242753
Degus,Shift,0.2,Degus_shift_0_2.png,PSNR,PSNR_skimage,11.133844034127883
Degus,Shift,0.2,Degus_shift_0_2.png,UIQI,UIQI_torch,0.0008
Degus,Shift,0.2,Degus_shift_0_2.png,VIF,VIF_Torch,0.0398
Degus,Shift,0.3,Degus_shift_0_3.png,LPIPS,LPIPS_lpips,0.6597629189491272
Degus,Shift,0.3,Degus_shift_0_3.png,SSIM,SSIM_skimage,0.18059135575731944
Degus,Shift,0.3,Degus_shift_0_3.png,PSNR,PSNR_skimage,10.639835735861036
Degus,Shift,0.3,Degus_shift_0_3.png,UIQI,UIQI_torch,0.0016
Degus,Shift,0.3,Degus_shift_0_3.png,VIF,VIF_Torch,0.0329
Hotdog,Blur,0.0,Hotdog_blur_0.bmp,LPIPS,LPIPS_lpips,0.0
Hotdog,Blur,0.0,Hotdog_blur_0.bmp,SSIM,SSIM_skimage,1.0
Hotdog,Blur,0.0,Hotdog_blur_0.bmp,PSNR,PSNR_skimage,inf
Hotdog,Blur,0.0,Hotdog_blur_0.bmp,UIQI,UIQI_torch,0.9498
Hotdog,Blur,0.0,Hotdog_blur_0.bmp,VIF,VIF_Torch,1.0
Hotdog,Blur,1.0,Hotdog_blur_1.png,LPIPS,LPIPS_lpips,9.825894085224718e-05
Hotdog,Blur,1.0,Hotdog_blur_1.png,SSIM,SSIM_skimage,0.9715394522453745
Hotdog,Blur,1.0,Hotdog_blur_1.png,PSNR,PSNR_skimage,39.95384179581502
Hotdog,Blur,1.0,Hotdog_blur_1.png,UIQI,UIQI_torch,0.7311
Hotdog,Blur,1.0,Hotdog_blur_1.png,VIF,VIF_Torch,1.23
Hotdog,Blur,10.0,Hotdog_blur_10.png,LPIPS,LPIPS_lpips,0.12652775645256042
Hotdog,Blur,10.0,Hotdog_blur_10.png,SSIM,SSIM_skimage,0.8447996481015982
Hotdog,Blur,10.0,Hotdog_blur_10.png,PSNR,PSNR_skimage,28.63338583528627
Hotdog,Blur,10.0,Hotdog_blur_10.png,UIQI,UIQI_torch,0.1652
Hotdog,Blur,10.0,Hotdog_blur_10.png,VIF,VIF_Torch,3.0604
Hotdog,Blur,12.5,Hotdog_blur_12_5.png,LPIPS,LPIPS_lpips,0.18376721441745758
Hotdog,Blur,12.5,Hotdog_blur_12_5.png,SSIM,SSIM_skimage,0.8343284025182092
Hotdog,Blur,12.5,Hotdog_blur_12_5.png,PSNR,PSNR_skimage,27.637956595320865
Hotdog,Blur,12.5,Hotdog_blur_12_5.png,UIQI,UIQI_torch,0.1281
Hotdog,Blur,12.5,Hotdog_blur_12_5.png,VIF,VIF_Torch,3.7479
Hotdog,Blur,15.0,Hotdog_blur_15.png,LPIPS,LPIPS_lpips,0.23542314767837524
Hotdog,Blur,15.0,Hotdog_blur_15.png,SSIM,SSIM_skimage,0.8264134165154539
Hotdog,Blur,15.0,Hotdog_blur_15.png,PSNR,PSNR_skimage,26.842289669780612
Hotdog,Blur,15.0,Hotdog_blur_15.png,UIQI,UIQI_torch,0.1012
Hotdog,Blur,15.0,Hotdog_blur_15.png,VIF,VIF_Torch,4.4506
Hotdog,Blur,2.0,Hotdog_blur_2.png,LPIPS,LPIPS_lpips,0.0010172856273129582
Hotdog,Blur,2.0,Hotdog_blur_2.png,SSIM,SSIM_skimage,0.927791214897388
Hotdog,Blur,2.0,Hotdog_blur_2.png,PSNR,PSNR_skimage,35.27526272727252
Hotdog,Blur,2.0,Hotdog_blur_2.png,UIQI,UIQI_torch,0.4922
Hotdog,Blur,2.0,Hotdog_blur_2.png,VIF,VIF_Torch,1.4381
Hotdog,Blur,3.0,Hotdog_blur_3.png,LPIPS,LPIPS_lpips,0.004255147650837898
Hotdog,Blur,3.0,Hotdog_blur_3.png,SSIM,SSIM_skimage,0.9001636536265378
Hotdog,Blur,3.0,Hotdog_blur_3.png,PSNR,PSNR_skimage,33.375160368215255
Hotdog,Blur,3.0,Hotdog_blur_3.png,UIQI,UIQI_torch,0.3789
Hotdog,Blur,3.0,Hotdog_blur_3.png,VIF,VIF_Torch,1.5521
Hotdog,Blur,5.0,Hotdog_blur_5.png,LPIPS,LPIPS_lpips,0.02286228910088539
Hotdog,Blur,5.0,Hotdog_blur_5.png,SSIM,SSIM_skimage,0.8749671029398084
Hotdog,Blur,5.0,Hotdog_blur_5.png,PSNR,PSNR_skimage,31.489356312422153
Hotdog,Blur,5.0,Hotdog_blur_5.png,UIQI,UIQI_torch,0.2813
Hotdog,Blur,5.0,Hotdog_blur_5.png,VIF,VIF_Torch,1.8456
Hotdog,Blur,7.5,Hotdog_blur_7_5.png,LPIPS,LPIPS_lpips,0.0675436481833458
Hotdog,Blur,7.5,Hotdog_blur_7_5.png,SSIM,SSIM_skimage,0.8580794310940445
Hotdog,Blur,7.5,Hotdog_blur_7_5.png,PSNR,PSNR_skimage,29.889704854736344
Hotdog,Blur,7.5,Hotdog_blur_7_5.png,UIQI,UIQI_torch,0.2151
Hotdog,Blur,7.5,Hotdog_blur_7_5.png,VIF,VIF_Torch,2.4243
Hotdog,Brightness,0.0,Hotdog_brightness_0.bmp,LPIPS,LPIPS_lpips,0.0
Hotdog,Brightness,0.0,Hotdog_brightness_0.bmp,SSIM,SSIM_skimage,1.0
Hotdog,Brightness,0.0,Hotdog_brightness_0.bmp,PSNR,PSNR_skimage,inf
Hotdog,Brightness,0.0,Hotdog_brightness_0.bmp,UIQI,UIQI_torch,0.9498
Hotdog,Brightness,0.0,Hotdog_brightness_0.bmp,VIF,VIF_Torch,1.0
Hotdog,Brightness,1.02,Hotdog_brightness_1_02.png,LPIPS,LPIPS_lpips,0.0003083949559368193
Hotdog,Brightness,1.02,Hotdog_brightness_1_02.png,SSIM,SSIM_skimage,0.9995754231309769
Hotdog,Brightness,1.02,Hotdog_brightness_1_02.png,PSNR,PSNR_skimage,40.61649300682348
Hotdog,Brightness,1.02,Hotdog_brightness_1_02.png,UIQI,UIQI_torch,0.9291
Hotdog,Brightness,1.02,Hotdog_brightness_1_02.png,VIF,VIF_Torch,0.9618
Hotdog,Brightness,1.05,Hotdog_brightness_1_05.png,LPIPS,LPIPS_lpips,0.0016078277258202434
Hotdog,Brightness,1.05,Hotdog_brightness_1_05.png,SSIM,SSIM_skimage,0.9980729688859507
Hotdog,Brightness,1.05,Hotdog_brightness_1_05.png,PSNR,PSNR_skimage,31.769128565684227
Hotdog,Brightness,1.05,Hotdog_brightness_1_05.png,UIQI,UIQI_torch,0.8589
Hotdog,Brightness,1.05,Hotdog_brightness_1_05.png,VIF,VIF_Torch,0.9085
Hotdog,Brightness,1.1,Hotdog_brightness_1_1.png,LPIPS,LPIPS_lpips,0.006107033230364323
Hotdog,Brightness,1.1,Hotdog_brightness_1_1.png,SSIM,SSIM_skimage,0.9934357788476905
Hotdog,Brightness,1.1,Hotdog_brightness_1_1.png,PSNR,PSNR_skimage,25.453943263672947
Hotdog,Brightness,1.1,Hotdog_brightness_1_1.png,UIQI,UIQI_torch,0.7514
Hotdog,Brightness,1.1,Hotdog_brightness_1_1.png,VIF,VIF_Torch,0.8298
Hotdog,Brightness,1.2,Hotdog_brightness_1_2.png,LPIPS,LPIPS_lpips,0.024449029937386513
Hotdog,Brightness,1.2,Hotdog_brightness_1_2.png,SSIM,SSIM_skimage,0.9768895955435366
Hotdog,Brightness,1.2,Hotdog_brightness_1_2.png,PSNR,PSNR_skimage,19.3960738666616
Hotdog,Brightness,1.2,Hotdog_brightness_1_2.png,UIQI,UIQI_torch,0.5932
Hotdog,Brightness,1.2,Hotdog_brightness_1_2.png,VIF,VIF_Torch,0.7055
Hotdog,Brightness,1.5,Hotdog_brightness_1_5.png,LPIPS,LPIPS_lpips,0.1385280340909958
Hotdog,Brightness,1.5,Hotdog_brightness_1_5.png,SSIM,SSIM_skimage,0.8894860254881799
Hotdog,Brightness,1.5,Hotdog_brightness_1_5.png,PSNR,PSNR_skimage,12.04056615387586
Hotdog,Brightness,1.5,Hotdog_brightness_1_5.png,UIQI,UIQI_torch,0.2558
Hotdog,Brightness,1.5,Hotdog_brightness_1_5.png,VIF,VIF_Torch,0.4921
Hotdog,Brightness,1.75,Hotdog_brightness_1_75.png,LPIPS,LPIPS_lpips,0.25388091802597046
Hotdog,Brightness,1.75,Hotdog_brightness_1_75.png,SSIM,SSIM_skimage,0.8123888576795607
Hotdog,Brightness,1.75,Hotdog_brightness_1_75.png,PSNR,PSNR_skimage,9.848345698998433
Hotdog,Brightness,1.75,Hotdog_brightness_1_75.png,UIQI,UIQI_torch,0.0845
Hotdog,Brightness,1.75,Hotdog_brightness_1_75.png,VIF,VIF_Torch,0.4036
Hotdog,Brightness,2.0,Hotdog_brightness_2.png,LPIPS,LPIPS_lpips,0.34174418449401855
Hotdog,Brightness,2.0,Hotdog_brightness_2.png,SSIM,SSIM_skimage,0.7625215974962211
Hotdog,Brightness,2.0,Hotdog_brightness_2.png,PSNR,PSNR_skimage,8.843337018889983
Hotdog,Brightness,2.0,Hotdog_brightness_2.png,UIQI,UIQI_torch,0.0272
Hotdog,Brightness,2.0,Hotdog_brightness_2.png,VIF,VIF_Torch,0.3462
Hotdog,Brightness,2.25,Hotdog_brightness_2_25.png,LPIPS,LPIPS_lpips,0.40498024225234985
Hotdog,Brightness,2.25,Hotdog_brightness_2_25.png,SSIM,SSIM_skimage,0.7343160182552791
Hotdog,Brightness,2.25,Hotdog_brightness_2_25.png,PSNR,PSNR_skimage,8.39433120853653
Hotdog,Brightness,2.25,Hotdog_brightness_2_25.png,UIQI,UIQI_torch,0.0127
Hotdog,Brightness,2.25,Hotdog_brightness_2_25.png,VIF,VIF_Torch,0.306
Hotdog,Circularblur,0.0,Hotdog_circularBlur_0.bmp,LPIPS,LPIPS_lpips,0.0
Hotdog,Circularblur,0.0,Hotdog_circularBlur_0.bmp,SSIM,SSIM_skimage,1.0
Hotdog,Circularblur,0.0,Hotdog_circularBlur_0.bmp,PSNR,PSNR_skimage,inf
Hotdog,Circularblur,0.0,Hotdog_circularBlur_0.bmp,UIQI,UIQI_torch,0.9498
Hotdog,Circularblur,0.0,Hotdog_circularBlur_0.bmp,VIF,VIF_Torch,1.0
Hotdog,Circularblur,1.0,Hotdog_circularBlur_1.png,LPIPS,LPIPS_lpips,0.028506608679890633
Hotdog,Circularblur,1.0,Hotdog_circularBlur_1.png,SSIM,SSIM_skimage,0.900826764813842
Hotdog,Circularblur,1.0,Hotdog_circularBlur_1.png,PSNR,PSNR_skimage,31.825847181993964
Hotdog,Circularblur,1.0,Hotdog_circularBlur_1.png,UIQI,UIQI_torch,0.3726
Hotdog,Circularblur,1.0,Hotdog_circularBlur_1.png,VIF,VIF_Torch,1.3348
Hotdog,Circularblur,10.0,Hotdog_circularBlur_10.png,LPIPS,LPIPS_lpips,0.36976397037506104
Hotdog,Circularblur,10.0,Hotdog_circularBlur_10.png,SSIM,SSIM_skimage,0.7977685945238481
Hotdog,Circularblur,10.0,Hotdog_circularBlur_10.png,PSNR,PSNR_skimage,21.69733070943241
Hotdog,Circularblur,10.0,Hotdog_circularBlur_10.png,UIQI,UIQI_torch,0.0601
Hotdog,Circularblur,10.0,Hotdog_circularBlur_10.png,VIF,VIF_Torch,3.0654
Hotdog,Circularblur,2.0,Hotdog_circularBlur_2.png,LPIPS,LPIPS_lpips,0.10289797931909561
Hotdog,Circularblur,2.0,Hotdog_circularBlur_2.png,SSIM,SSIM_skimage,0.8626779885424295
Hotdog,Circularblur,2.0,Hotdog_circularBlur_2.png,PSNR,PSNR_skimage,28.15439386906094
Hotdog,Circularblur,2.0,Hotdog_circularBlur_2.png,UIQI,UIQI_torch,0.241
Hotdog,Circularblur,2.0,Hotdog_circularBlur_2.png,VIF,VIF_Torch,1.5893
Hotdog,Circularblur,3.0,Hotdog_circularBlur_3.png,LPIPS,LPIPS_lpips,0.16610360145568848
Hotdog,Circularblur,3.0,Hotdog_circularBlur_3.png,SSIM,SSIM_skimage,0.8410396802046479
Hotdog,Circularblur,3.0,Hotdog_circularBlur_3.png,PSNR,PSNR_skimage,26.15616908112273
Hotdog,Circularblur,3.0,Hotdog_circularBlur_3.png,UIQI,UIQI_torch,0.174
Hotdog,Circularblur,3.0,Hotdog_circularBlur_3.png,VIF,VIF_Torch,1.7639
Hotdog,Circularblur,4.0,Hotdog_circularBlur_4.png,LPIPS,LPIPS_lpips,0.21462514996528625
Hotdog,Circularblur,4.0,Hotdog_circularBlur_4.png,SSIM,SSIM_skimage,0.8281587740596473
Hotdog,Circularblur,4.0,Hotdog_circularBlur_4.png,PSNR,PSNR_skimage,24.897376945382735
Hotdog,Circularblur,4.0,Hotdog_circularBlur_4.png,UIQI,UIQI_torch,0.1345
Hotdog,Circularblur,4.0,Hotdog_circularBlur_4.png,VIF,VIF_Torch,1.9507
Hotdog,Circularblur,5.0,Hotdog_circularBlur_5.png,LPIPS,LPIPS_lpips,0.255817174911499
Hotdog,Circularblur,5.0,Hotdog_circularBlur_5.png,SSIM,SSIM_skimage,0.8203311798391285
Hotdog,Circularblur,5.0,Hotdog_circularBlur_5.png,PSNR,PSNR_skimage,24.02505113575647
Hotdog,Circularblur,5.0,Hotdog_circularBlur_5.png,UIQI,UIQI_torch,0.112
Hotdog,Circularblur,5.0,Hotdog_circularBlur_5.png,VIF,VIF_Torch,2.1837
Hotdog,Circularblur,7.5,Hotdog_circularBlur_7_5.png,LPIPS,LPIPS_lpips,0.3220336139202118
Hotdog,Circularblur,7.5,Hotdog_circularBlur_7_5.png,SSIM,SSIM_skimage,0.8067504114213587
Hotdog,Circularblur,7.5,Hotdog_circularBlur_7_5.png,PSNR,PSNR_skimage,22.594402457388362
Hotdog,Circularblur,7.5,Hotdog_circularBlur_7_5.png,UIQI,UIQI_torch,0.0782
Hotdog,Circularblur,7.5,Hotdog_circularBlur_7_5.png,VIF,VIF_Torch,2.6595
Hotdog,Dilation,0.0,Hotdog_dilation_0.bmp,LPIPS,LPIPS_lpips,0.0
Hotdog,Dilation,0.0,Hotdog_dilation_0.bmp,SSIM,SSIM_skimage,1.0
Hotdog,Dilation,0.0,Hotdog_dilation_0.bmp,PSNR,PSNR_skimage,inf
Hotdog,Dilation,0.0,Hotdog_dilation_0.bmp,UIQI,UIQI_torch,0.9498
Hotdog,Dilation,0.0,Hotdog_dilation_0.bmp,VIF,VIF_Torch,1.0
Hotdog,Dilation,1.0,Hotdog_dilation_1.png,LPIPS,LPIPS_lpips,0.0034970955457538366
Hotdog,Dilation,1.0,Hotdog_dilation_1.png,SSIM,SSIM_skimage,0.9558038589324581
Hotdog,Dilation,1.0,Hotdog_dilation_1.png,PSNR,PSNR_skimage,33.25350882523521
Hotdog,Dilation,1.0,Hotdog_dilation_1.png,UIQI,UIQI_torch,0.6871
Hotdog,Dilation,1.0,Hotdog_dilation_1.png,VIF,VIF_Torch,0.9093
Hotdog,Dilation,2.0,Hotdog_dilation_2.png,LPIPS,LPIPS_lpips,0.012866981327533722
Hotdog,Dilation,2.0,Hotdog_dilation_2.png,SSIM,SSIM_skimage,0.8934149941039476
Hotdog,Dilation,2.0,Hotdog_dilation_2.png,PSNR,PSNR_skimage,28.0469177556874
Hotdog,Dilation,2.0,Hotdog_dilation_2.png,UIQI,UIQI_torch,0.4124
Hotdog,Dilation,2.0,Hotdog_dilation_2.png,VIF,VIF_Torch,0.7235
Hotdog,Dilation,3.0,Hotdog_dilation_3.png,LPIPS,LPIPS_lpips,0.022406144067645073
Hotdog,Dilation,3.0,Hotdog_dilation_3.png,SSIM,SSIM_skimage,0.8606830516741991
Hotdog,Dilation,3.0,Hotdog_dilation_3.png,PSNR,PSNR_skimage,26.044830905151237
Hotdog,Dilation,3.0,Hotdog_dilation_3.png,UIQI,UIQI_torch,0.2917
Hotdog,Dilation,3.0,Hotdog_dilation_3.png,VIF,VIF_Torch,0.6213
Hotdog,Dilation,4.0,Hotdog_dilation_4.png,LPIPS,LPIPS_lpips,0.036620356142520905
Hotdog,Dilation,4.0,Hotdog_dilation_4.png,SSIM,SSIM_skimage,0.8377787562321538
Hotdog,Dilation,4.0,Hotdog_dilation_4.png,PSNR,PSNR_skimage,24.530881674814676
Hotdog,Dilation,4.0,Hotdog_dilation_4.png,UIQI,UIQI_torch,0.2298
Hotdog,Dilation,4.0,Hotdog_dilation_4.png,VIF,VIF_Torch,0.5556
Hotdog,Dilation,5.0,Hotdog_dilation_5.png,LPIPS,LPIPS_lpips,0.052903324365615845
Hotdog,Dilation,5.0,Hotdog_dilation_5.png,SSIM,SSIM_skimage,0.8229116834935947
Hotdog,Dilation,5.0,Hotdog_dilation_5.png,PSNR,PSNR_skimage,23.451249765419387
Hotdog,Dilation,5.0,Hotdog_dilation_5.png,UIQI,UIQI_torch,0.1907
Hotdog,Dilation,5.0,Hotdog_dilation_5.png,VIF,VIF_Torch,0.523
Hotdog,Hole,0.0,Hotdog_hole_0.bmp,LPIPS,LPIPS_lpips,0.0
Hotdog,Hole,0.0,Hotdog_hole_0.bmp,SSIM,SSIM_skimage,1.0
Hotdog,Hole,0.0,Hotdog_hole_0.bmp,PSNR,PSNR_skimage,inf
Hotdog,Hole,0.0,Hotdog_hole_0.bmp,UIQI,UIQI_torch,0.9498
Hotdog,Hole,0.0,Hotdog_hole_0.bmp,VIF,VIF_Torch,1.0
Hotdog,Hole,0.01,Hotdog_hole_0_01.png,LPIPS,LPIPS_lpips,0.00538104772567749
Hotdog,Hole,0.01,Hotdog_hole_0_01.png,SSIM,SSIM_skimage,0.9998088202443635
Hotdog,Hole,0.01,Hotdog_hole_0_01.png,PSNR,PSNR_skimage,42.12714118195024
Hotdog,Hole,0.01,Hotdog_hole_0_01.png,UIQI,UIQI_torch,0.9496
Hotdog,Hole,0.01,Hotdog_hole_0_01.png,VIF,VIF_Torch,0.9883
Hotdog,Hole,0.05,Hotdog_hole_0_05.png,LPIPS,LPIPS_lpips,0.025227798148989677
Hotdog,Hole,0.05,Hotdog_hole_0_05.png,SSIM,SSIM_skimage,0.9962108558130195
Hotdog,Hole,0.05,Hotdog_hole_0_05.png,PSNR,PSNR_skimage,28.318524149409072
Hotdog,Hole,0.05,Hotdog_hole_0_05.png,UIQI,UIQI_torch,0.9459
Hotdog,Hole,0.05,Hotdog_hole_0_05.png,VIF,VIF_Torch,0.9504
Hotdog,Hole,0.1,Hotdog_hole_0_1.png,LPIPS,LPIPS_lpips,0.03559328615665436
Hotdog,Hole,0.1,Hotdog_hole_0_1.png,SSIM,SSIM_skimage,0.9852553686672098
Hotdog,Hole,0.1,Hotdog_hole_0_1.png,PSNR,PSNR_skimage,22.496102709691783
Hotdog,Hole,0.1,Hotdog_hole_0_1.png,UIQI,UIQI_torch,0.9351
Hotdog,Hole,0.1,Hotdog_hole_0_1.png,VIF,VIF_Torch,0.9107
Hotdog,Hole,0.15,Hotdog_hole_0_15.png,LPIPS,LPIPS_lpips,0.0435614250600338
Hotdog,Hole,0.15,Hotdog_hole_0_15.png,SSIM,SSIM_skimage,0.967281421560835
Hotdog,Hole,0.15,Hotdog_hole_0_15.png,PSNR,PSNR_skimage,19.61180410451701
Hotdog,Hole,0.15,Hotdog_hole_0_15.png,UIQI,UIQI_torch,0.9172
Hotdog,Hole,0.15,Hotdog_hole_0_15.png,VIF,VIF_Torch,0.9042
Hotdog,Hole,0.2,Hotdog_hole_0_2.png,LPIPS,LPIPS_lpips,0.06349891424179077
Hotdog,Hole,0.2,Hotdog_hole_0_2.png,SSIM,SSIM_skimage,0.9419708759171354
Hotdog,Hole,0.2,Hotdog_hole_0_2.png,PSNR,PSNR_skimage,17.861899794560355
Hotdog,Hole,0.2,Hotdog_hole_0_2.png,UIQI,UIQI_torch,0.8919
Hotdog,Hole,0.2,Hotdog_hole_0_2.png,VIF,VIF_Torch,0.8706
Hotdog,Hole,0.3,Hotdog_hole_0_3.png,LPIPS,LPIPS_lpips,0.15201131999492645
Hotdog,Hole,0.3,Hotdog_hole_0_3.png,SSIM,SSIM_skimage,0.8701561523141894
Hotdog,Hole,0.3,Hotdog_hole_0_3.png,PSNR,PSNR_skimage,14.211829965841876
Hotdog,Hole,0.3,Hotdog_hole_0_3.png,UIQI,UIQI_torch,0.8208
Hotdog,Hole,0.3,Hotdog_hole_0_3.png,VIF,VIF_Torch,0.6898
Hotdog,Hole,0.4,Hotdog_hole_0_4.png,LPIPS,LPIPS_lpips,0.26648014783859253
Hotdog,Hole,0.4,Hotdog_hole_0_4.png,SSIM,SSIM_skimage,0.76974943251314
Hotdog,Hole,0.4,Hotdog_hole_0_4.png,PSNR,PSNR_skimage,11.391299518214337
Hotdog,Hole,0.4,Hotdog_hole_0_4.png,UIQI,UIQI_torch,0.725
Hotdog,Hole,0.4,Hotdog_hole_0_4.png,VIF,VIF_Torch,0.6517
Hotdog,Noise,0.0,Hotdog_noise_0.bmp,LPIPS,LPIPS_lpips,0.0
Hotdog,Noise,0.0,Hotdog_noise_0.bmp,SSIM,SSIM_skimage,1.0
Hotdog,Noise,0.0,Hotdog_noise_0.bmp,PSNR,PSNR_skimage,inf
Hotdog,Noise,0.0,Hotdog_noise_0.bmp,UIQI,UIQI_torch,0.9498
Hotdog,Noise,0.0,Hotdog_noise_0.bmp,VIF,VIF_Torch,1.0
Hotdog,Noise,1.0,Hotdog_noise_1.png,LPIPS,LPIPS_lpips,0.00012890352809336036
Hotdog,Noise,1.0,Hotdog_noise_1.png,SSIM,SSIM_skimage,0.9865961290396857
Hotdog,Noise,1.0,Hotdog_noise_1.png,PSNR,PSNR_skimage,46.91666671536035
Hotdog,Noise,1.0,Hotdog_noise_1.png,UIQI,UIQI_torch,0.797
Hotdog,Noise,1.0,Hotdog_noise_1.png,VIF,VIF_Torch,0.9768
Hotdog,Noise,10.0,Hotdog_noise_10.png,LPIPS,LPIPS_lpips,0.0004648207104764879
Hotdog,Noise,10.0,Hotdog_noise_10.png,SSIM,SSIM_skimage,0.47516374618880836
Hotdog,Noise,10.0,Hotdog_noise_10.png,PSNR,PSNR_skimage,28.174542779382683
Hotdog,Noise,10.0,Hotdog_noise_10.png,UIQI,UIQI_torch,0.1695
Hotdog,Noise,10.0,Hotdog_noise_10.png,VIF,VIF_Torch,0.349
Hotdog,Noise,2.0,Hotdog_noise_2.png,LPIPS,LPIPS_lpips,0.00012710476585198194
Hotdog,Noise,2.0,Hotdog_noise_2.png,SSIM,SSIM_skimage,0.9519650327437371
Hotdog,Noise,2.0,Hotdog_noise_2.png,PSNR,PSNR_skimage,41.804151645606005
Hotdog,Noise,2.0,Hotdog_noise_2.png,UIQI,UIQI_torch,0.6187
Hotdog,Noise,2.0,Hotdog_noise_2.png,VIF,VIF_Torch,0.9233
Hotdog,Noise,20.0,Hotdog_noise_20.png,LPIPS,LPIPS_lpips,0.0022764443419873714
Hotdog,Noise,20.0,Hotdog_noise_20.png,SSIM,SSIM_skimage,0.20689777249312155
Hotdog,Noise,20.0,Hotdog_noise_20.png,PSNR,PSNR_skimage,22.21750231862936
Hotdog,Noise,20.0,Hotdog_noise_20.png,UIQI,UIQI_torch,0.0735
Hotdog,Noise,20.0,Hotdog_noise_20.png,VIF,VIF_Torch,0.1031
